Red Fighter,Blue Fighter,Betting Odds (Red),Betting Odds (Blue),Payout (Red),Payout (Blue),Date,Location,Country,Winner,Weight Class,Gender,Number of Rounds,Wins (Blue),Stance (Blue),Height_cms (Blue),Reach_cms (Blue),Weight_lbs (Blue),Wins (Red),Stance (Red),Height_cms (Red),Reach_cms (Red),Weight_lbs (Red),Age (Red),Age (Blue),Women's Strawweight Ranking (Blue),Women's Bantamweight Ranking (Blue),Heavyweight Ranking (Red),Welterweight Ranking (Blue),Knockdowns (Red),Knockdowns (Blue) ,Significant Strikes Landed (Red),Significant Strikes Landed (Blue),Average Accuracy of Significant Strikes Landed (Red),Average Accuracy of Significant Strikes Landed (Blue),Total Number of Strikes Landed (Red),Total Number of Strikes Landed (Blue),Total Number of Strikes Attempted (Red),Total Number of Strikes Attempted (Blue),Average Takedowns Landed (Red),Average Takedowns Landed (Blue),Accuracy of Takedowns Landed (Red),Accuracy of Takedowns Landed (Blue),Number of Submissions Attempted (Red),Guard Passes (Red),Guard Passes (Blue)
Pedro Munhoz,Justin Scoggins,135,-155,135,64.51612903,11/19/16,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,Bantamweight,MALE,3,4,Southpaw,170.18,167.64,125,2,Orthodox,167.64,165.1,135,30,24,0,0,0,0,0,0,28,44,0.35,0.43,28,44,79,102,0,1,0,1,1,0,0
Gegard Mousasi,Uriah Hall,-560,430,17.85714286,430,11/19/16,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Red,Middleweight,MALE,5,5,Orthodox,182.88,200.66,185,7,Orthodox,187.96,193.04,185,31,32,0,0,0,0,0,0,20,12,0.5,0.48,20,12,40,25,1,0,0.5,0,0,1,0
Ross Pearson,Stevie Ray,-105,-115,95.23809524,86.95652174,11/19/16,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Blue,Lightweight,MALE,3,3,Southpaw,177.8,177.8,155,11,Orthodox,172.72,175.26,155,32,26,0,0,0,0,0,0,38,49,0.41,0.41,48,50,104,119,0,1,0,0.33,0,0,0
Tim Johnson,Alexander Volkov,-150,130,66.66666667,130,11/19/16,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Blue,Heavyweight,MALE,3,0,Orthodox,200.66,203.2,250,2,Southpaw,190.5,195.58,265,31,28,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artem Lobov,Teruto Ishihara,220,-260,220,38.46153846,11/19/16,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Red,Featherweight,MALE,3,2,Southpaw,170.18,175.26,135,1,Southpaw,175.26,165.1,145,30,25,0,0,0,0,0,1,82,48,0.51,0.4,86,55,165,131,1,0,1,0,0,2,1
Magnus Cedenblad,Jack Marshman,-250,210,40,210,11/19/16,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Blue,Middleweight,MALE,3,0,Orthodox,182.88,185.42,185,4,Orthodox,195.58,200.66,185,34,26,0,0,0,0,0,2,36,42,0.43,0.46,78,50,136,107,3,0,1,0,0,0,0
Kyoji Horiguchi,Ali Bagautinov,-200,170,50,170,11/19/16,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Red,Flyweight,MALE,3,4,Orthodox,162.56,165.1,125,6,Orthodox,165.1,167.64,125,26,31,0,0,0,0,0,0,55,36,0.59,0.42,115,48,161,97,4,2,0.44,0.33,0,1,0
Kevin Lee,Magomed Mustafaev,-145,125,68.96551724,125,11/19/16,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Red,Lightweight,MALE,3,2,Orthodox,172.72,180.34,155,6,Orthodox,175.26,195.58,170,24,28,0,0,0,0,0,0,20,20,0.71,0.58,46,34,54,49,7,0,0.77,0,2,11,0
Anna Elmose,Amanda Cooper,-140,120,71.42857143,120,11/19/16,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Blue,Women's Strawweight,FEMALE,3,0,Switch,160.02,162.56,115,0,Orthodox,160.02,165.1,115,32,25,0,0,0,0,1,0,63,69,0.48,0.4,73,103,139,213,0,2,0,0.66,0,2,5
Justin Ledet,Mark Godbeer,-140,130,71.42857143,130,11/19/16,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Red,Heavyweight,MALE,3,0,Orthodox,193.04,195.58,240,1,Orthodox,193.04,203.2,205,28,32,0,0,0,0,0,0,3,5,0.27,0.45,8,7,17,13,1,0,1,0,1,1,0
Zak Cummings,Alexander Yakovlev,-170,150,58.82352941,150,11/19/16,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Red,Welterweight,MALE,3,2,Southpaw,190.5,187.96,155,4,Southpaw,182.88,190.5,185,32,32,0,0,0,0,0,0,24,18,0.3,0.43,38,18,94,41,0,1,0,0.5,1,1,0
Marion Reneau,Milana Dudieva,-225,185,44.44444444,185,11/19/16,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Red,Women's Bantamweight,FEMALE,3,1,Orthodox,160.02,154.94,135,2,Orthodox,167.64,172.72,135,39,27,0,0,0,0,0,0,48,17,0.35,0.36,72,36,170,68,1,2,1,0.5,1,1,1
Brett Johns,Kwan Ho Kwak,-220,180,45.45454545,180,11/19/16,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Red,Bantamweight,MALE,3,0,Switch,165.1,177.8,135,0,Orthodox,170.18,180.34,135,24,27,0,0,0,0,0,0,49,53,0.61,0.41,127,59,171,134,11,0,0.73,0,0,3,0
Charlie Ward,Abdul Razak Alhassan,270,-330,270,30.3030303,11/19/16,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Blue,Welterweight,MALE,3,0,Orthodox,177.8,185.42,170,0,Orthodox,180.34,185.42,170,35,31,0,0,0,0,0,3,2,12,0.14,0.54,2,12,15,22,0,0,0,0,0,0,0
Eddie Alvarez,Conor McGregor,140,-160,140,62.5,11/12/16,"New York City, New York, USA", USA,Blue,Lightweight,MALE,5,8,Southpaw,175.26,187.96,155,3,Orthodox,175.26,175.26,155,32,28,0,0,0,0,0,3,9,32,0.21,0.38,12,40,46,93,0,0,0,0,0,0,0
Joanna Jedrzejczyk,Karolina Kowalkiewicz,-400,325,25,325,11/12/16,"New York City, New York, USA", USA,Red,Women's Strawweight,FEMALE,5,3,Orthodox,160.02,162.56,115,6,Orthodox,167.64,165.1,125,29,31,2,0,0,0,0,0,171,50,0.47,0.22,181,63,371,234,1,0,1,0,0,0,0
Chris Weidman,Yoel Romero,-220,180,45.45454545,180,11/12/16,"New York City, New York, USA", USA,Blue,Middleweight,MALE,3,7,Southpaw,182.88,185.42,185,9,Orthodox,187.96,198.12,185,32,39,0,0,0,0,0,1,12,18,0.25,0.45,16,27,54,51,1,2,0.12,0.66,0,0,0
Miesha Tate,Raquel Pennington,-140,120,71.42857143,120,11/12/16,"New York City, New York, USA", USA,Blue,Women's Bantamweight,FEMALE,3,5,Orthodox,170.18,170.18,135,5,Orthodox,167.64,165.1,135,30,28,0,8,0,0,0,0,21,43,0.32,0.55,48,111,93,156,1,1,0.2,1,0,0,1
Frankie Edgar,Jeremy Stephens,-325,265,30.76923077,265,11/12/16,"New York City, New York, USA", USA,Red,Featherweight,MALE,3,12,Orthodox,172.72,180.34,145,14,Orthodox,167.64,172.72,145,35,30,0,0,0,0,0,1,40,33,0.52,0.22,45,41,81,154,5,0,0.35,0,2,5,0
Khabib Nurmagomedov,Michael Johnson,-345,285,28.98550725,285,11/12/16,"New York City, New York, USA", USA,Red,Lightweight,MALE,3,9,Southpaw,177.8,185.42,145,7,Orthodox,177.8,177.8,155,28,30,0,0,0,0,0,0,94,19,0.66,0.24,140,20,190,78,2,0,0.33,0,1,6,0
Rafael Natal,Tim Boetsch,-145,125,68.96551724,125,11/12/16,"New York City, New York, USA", USA,Blue,Middleweight,MALE,3,10,Orthodox,182.88,187.96,185,9,Orthodox,182.88,193.04,185,33,35,0,0,0,0,0,1,5,14,0.27,0.56,5,14,18,25,0,0,0,0,0,0,0
Vicente Luque,Belal Muhammad,-125,105,80,105,11/12/16,"New York City, New York, USA", USA,Red,Welterweight,MALE,3,1,Orthodox,180.34,182.88,170,3,Orthodox,180.34,190.5,170,24,28,0,0,0,0,1,0,9,3,0.42,0.3,9,3,21,10,0,0,0,0,0,0,0
Jim Miller,Thiago Alves,135,-155,135,64.51612903,11/12/16,"New York City, New York, USA", USA,Red,Catch Weight,MALE,3,13,Orthodox,175.26,177.8,170,16,Southpaw,172.72,180.34,155,33,33,0,0,0,0,0,0,28,36,0.32,0.32,45,50,105,127,4,0,0.8,0,1,5,0
Liz Carmouche,Katlyn Chookagian,145,-165,145,60.60606061,11/12/16,"New York City, New York, USA", USA,Red,Women's Bantamweight,FEMALE,3,1,Orthodox,175.26,172.72,125,2,Orthodox,167.64,167.64,125,32,27,0,14,0,0,0,1,27,22,0.42,0.19,49,64,88,160,4,0,0.57,0,0,1,0
Rafael Dos Anjos,Tony Ferguson,-140,120,71.42857143,120,11/5/16,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,Lightweight,MALE,5,11,Orthodox,180.34,193.04,155,14,Southpaw,172.72,177.8,170,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Sanchez,Marcin Held,250,-300,250,33.33333333,11/5/16,"Mexico City, Distrito Federal, Mexico", Mexico,Red,Lightweight,MALE,3,0,Orthodox,175.26,180.34,155,15,Southpaw,177.8,182.88,170,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Lamas,Charles Oliveira,-110,-110,90.90909091,90.90909091,11/5/16,"Mexico City, Distrito Federal, Mexico", Mexico,Red,Featherweight,MALE,3,9,Orthodox,177.8,187.96,155,7,Orthodox,172.72,180.34,145,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Bravo,Claudio Puelles,-105,-115,95.23809524,86.95652174,11/5/16,"Mexico City, Distrito Federal, Mexico", Mexico,Red,Lightweight,MALE,4,0,Southpaw,180.34,182.88,155,0,Southpaw,172.72,180.34,145,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beneil Dariush,Rashid Magomedov,-115,-105,86.95652174,95.23809524,11/5/16,"Mexico City, Distrito Federal, Mexico", Mexico,Red,Lightweight,MALE,3,4,Orthodox,175.26,177.8,155,7,Southpaw,177.8,182.88,155,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexa Grasso,Heather Jo Clark,-620,460,16.12903226,460,11/5/16,"Mexico City, Distrito Federal, Mexico", Mexico,Red,Women's Strawweight,FEMALE,3,1,Orthodox,167.64,162.56,115,0,Orthodox,165.1,167.64,115,23,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik Perez,Felipe Arantes,-240,200,41.66666667,200,11/5/16,"Mexico City, Distrito Federal, Mexico", Mexico,Red,Bantamweight,MALE,3,5,Orthodox,172.72,185.42,135,6,Orthodox,172.72,172.72,135,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Beltran,Joe Soto,-135,115,74.07407407,115,11/5/16,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,Catch Weight,MALE,3,1,Orthodox,167.64,165.1,135,3,Orthodox,172.72,175.26,125,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erick Montano,Max Griffin,125,-135,125,74.07407407,11/5/16,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,Welterweight,MALE,3,0,Orthodox,180.34,193.04,170,1,Orthodox,182.88,185.42,170,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Briones,Douglas Silva de Andrade,-105,-115,95.23809524,86.95652174,11/5/16,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,Bantamweight,MALE,3,1,Orthodox,170.18,172.72,135,1,Orthodox,172.72,175.26,135,36,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Alvey,Alex Nicholson,-165,145,60.60606061,145,11/5/16,"Mexico City, Distrito Federal, Mexico", Mexico,Red,Middleweight,MALE,3,1,Orthodox,193.04,205.74,185,5,Southpaw,187.96,190.5,205,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polo Reyes,Jason Novelli,-155,135,64.51612903,135,11/5/16,"Mexico City, Distrito Federal, Mexico", Mexico,Red,Lightweight,MALE,3,0,Orthodox,182.88,190.5,155,2,Orthodox,180.34,180.34,155,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enrique Barzola,Chris Avila,-550,425,18.18181818,425,11/5/16,"Mexico City, Distrito Federal, Mexico", Mexico,Red,Featherweight,MALE,3,0,Orthodox,177.8,182.88,145,1,Switch,170.18,177.8,145,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Bisping,Dan Henderson,-260,220,38.46153846,220,10/8/16,"Manchester, England, United Kingdom", United Kingdom,Red,Middleweight,MALE,5,9,Orthodox,180.34,187.96,185,19,Orthodox,185.42,190.5,185,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitor Belfort,Gegard Mousasi,300,-360,300,27.77777778,10/8/16,"Manchester, England, United Kingdom", United Kingdom,Blue,Middleweight,MALE,3,6,Orthodox,187.96,193.04,185,14,Southpaw,182.88,187.96,185,39,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovince Saint Preux,Jimi Manuwa,-145,125,68.96551724,125,10/8/16,"Manchester, England, United Kingdom", United Kingdom,Blue,Light Heavyweight,MALE,3,4,Orthodox,185.42,200.66,205,7,Southpaw,190.5,203.2,205,33,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Struve,Daniel Omielanczuk,-190,165,52.63157895,165,10/8/16,"Manchester, England, United Kingdom", United Kingdom,Red,Heavyweight,MALE,3,4,Southpaw,182.88,187.96,247,11,Orthodox,210.82,213.36,265,28,34,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirsad Bektic,Russell Doane,-580,440,17.24137931,440,10/8/16,"Manchester, England, United Kingdom", United Kingdom,Red,Featherweight,MALE,3,2,Orthodox,170.18,177.8,135,3,Orthodox,172.72,177.8,145,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Pickett,Iuri Alcantara,130,-150,130,66.66666667,10/8/16,"Manchester, England, United Kingdom", United Kingdom,Blue,Bantamweight,MALE,3,7,Southpaw,175.26,180.34,135,5,Orthodox,167.64,172.72,135,38,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davey Grant,Damian Stasiak,-190,165,52.63157895,165,10/8/16,"Manchester, England, United Kingdom", United Kingdom,Blue,Bantamweight,MALE,3,1,Orthodox,165.1,177.8,135,1,Orthodox,172.72,175.26,135,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon Edwards,Albert Tumenov,150,-170,150,58.82352941,10/8/16,"Manchester, England, United Kingdom", United Kingdom,Red,Welterweight,MALE,3,5,Orthodox,180.34,185.42,170,3,Southpaw,182.88,187.96,170,25,24,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukasz Sajewski,Marc Diakiese,245,-290,245,34.48275862,10/8/16,"Manchester, England, United Kingdom", United Kingdom,Blue,Lightweight,MALE,3,0,Orthodox,177.8,185.42,155,0,Orthodox,172.72,180.34,155,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Roberts,Mike Perry,110,-130,110,76.92307692,10/8/16,"Manchester, England, United Kingdom", United Kingdom,Blue,Welterweight,MALE,3,1,Orthodox,177.8,180.34,170,2,Southpaw,185.42,187.96,170,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo Santos,Adriano Martins,175,-210,175,47.61904762,10/8/16,"Manchester, England, United Kingdom", United Kingdom,Red,Lightweight,MALE,3,4,Southpaw,177.8,182.88,155,4,Orthodox,182.88,190.5,155,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Lineker,John Dodson,105,-125,105,80,10/1/16,"Portland, Oregon, USA", USA,Red,Bantamweight,MALE,5,7,Orthodox,160.02,167.64,135,9,Orthodox,160.02,170.18,135,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Brooks,Alex Oliveira,-320,260,31.25,260,10/1/16,"Portland, Oregon, USA", USA,Blue,Lightweight,MALE,3,4,Orthodox,180.34,193.04,170,1,Orthodox,177.8,182.88,155,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Burkman,Zak Ottow,-260,220,38.46153846,220,10/1/16,"Portland, Oregon, USA", USA,Blue,Welterweight,MALE,3,0,Orthodox,180.34,182.88,170,6,Orthodox,177.8,182.88,170,36,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louis Smolka,Brandon Moreno,-525,450,19.04761905,450,10/1/16,"Portland, Oregon, USA", USA,Blue,Flyweight,MALE,3,0,Orthodox,170.18,177.8,125,5,Orthodox,175.26,172.72,135,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henrique da Silva,Joachim Christensen,-135,115,74.07407407,115,10/1/16,"Portland, Oregon, USA", USA,Red,Light Heavyweight,MALE,3,0,Orthodox,190.5,193.04,205,1,Orthodox,190.5,193.04,205,27,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hacran Dias,Andre Fili,-150,130,66.66666667,130,10/1/16,"Portland, Oregon, USA", USA,Blue,Featherweight,MALE,3,3,Orthodox,180.34,187.96,145,3,Orthodox,172.72,175.26,155,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shamil Abdurakhimov,Walt Harris,-145,125,68.96551724,125,10/1/16,"Portland, Oregon, USA", USA,Red,Heavyweight,MALE,3,1,Southpaw,195.58,195.58,250,1,Orthodox,190.5,193.04,235,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keita Nakamura,Elizeu Zaleski dos Santos,-125,105,80,105,10/1/16,"Portland, Oregon, USA", USA,Blue,Welterweight,MALE,3,1,Orthodox,180.34,185.42,170,2,Southpaw,180.34,185.42,170,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nate Marquardt,Tamdan McCrory,140,-160,140,62.5,10/1/16,"Portland, Oregon, USA", USA,Red,Middleweight,MALE,3,4,Switch,193.04,198.12,185,12,Orthodox,182.88,187.96,185,37,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Wilson,Ion Cutelaba,100,-120,100,83.33333333,10/1/16,"Portland, Oregon, USA", USA,Blue,Light Heavyweight,MALE,3,0,Southpaw,185.42,190.5,205,1,Southpaw,187.96,190.5,205,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody East,Curtis Blaydes,195,-235,195,42.55319149,10/1/16,"Portland, Oregon, USA", USA,Blue,Heavyweight,MALE,3,0,Orthodox,193.04,203.2,265,0,Orthodox,190.5,187.96,245,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly Faszholz,Ketlen Vieira,-115,-105,86.95652174,95.23809524,10/1/16,"Portland, Oregon, USA", USA,Blue,Women's Bantamweight,FEMALE,3,0,Orthodox,172.72,172.72,135,0,Orthodox,172.72,170.18,135,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cris Cyborg,Lina Lansberg,-1000,650,10,650,9/24/16,"Brasilia, Distrito Federal, Brazil", Brazil,Red,Catch Weight,MALE,5,0,Orthodox,170.18,165.1,135,1,Orthodox,172.72,172.72,145,31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renan Barao,Phillipe Nover,-640,470,15.625,470,9/24/16,"Brasilia, Distrito Federal, Brazil", Brazil,Red,Featherweight,MALE,3,1,Orthodox,175.26,182.88,145,8,Orthodox,167.64,177.8,135,29,32,0,0,0,0,0,0,64,39,0.42,0.27,64,54,152,157,3,0,1,0,0,0,0
Roy Nelson,Antonio Silva,-420,335,23.80952381,335,9/24/16,"Brasilia, Distrito Federal, Brazil", Brazil,Red,Heavyweight,MALE,3,3,Orthodox,193.04,203.2,264,8,Orthodox,182.88,182.88,263,40,37,0,0,11,0,1,0,36,27,0.54,0.44,38,46,68,81,0,0,0,0,0,0,0
Francisco Trinaldo,Paul Felder,-155,135,64.51612903,135,9/24/16,"Brasilia, Distrito Federal, Brazil", Brazil,Red,Lightweight,MALE,3,4,Orthodox,180.34,177.8,155,10,Southpaw,175.26,177.8,155,38,32,0,0,0,0,0,0,32,33,0.47,0.39,42,38,85,90,1,0,0.33,0,0,1,0
Thiago Santos,Eric Spicely,-800,550,12.5,550,9/24/16,"Brasilia, Distrito Federal, Brazil", Brazil,Blue,Middleweight,MALE,3,0,Orthodox,185.42,185.42,185,5,Orthodox,187.96,193.04,205,32,29,0,0,0,0,0,0,2,5,0.22,0.62,4,7,11,10,0,1,0,0.5,0,1,2
Godofredo Pepey,Mike de la Torre,-110,-110,90.90909091,90.90909091,9/24/16,"Brasilia, Distrito Federal, Brazil", Brazil,Red,Featherweight,MALE,3,2,Orthodox,180.34,180.34,145,4,Orthodox,170.18,185.42,145,29,30,0,0,0,0,0,0,24,6,0.61,0.33,27,17,43,30,1,0,0.5,0,2,1,0
Gilbert Burns,Michel Prazeres,-245,205,40.81632653,205,9/24/16,"Brasilia, Distrito Federal, Brazil", Brazil,Blue,Lightweight,MALE,3,4,Orthodox,167.64,170.18,170,4,Orthodox,177.8,180.34,155,30,35,0,0,0,0,0,0,46,67,0.37,0.39,46,70,122,176,1,5,0.25,0.71,0,1,0
Rani Yahya,Michinori Tanaka,-105,-115,95.23809524,86.95652174,9/24/16,"Brasilia, Distrito Federal, Brazil", Brazil,Red,Bantamweight,MALE,3,2,Orthodox,165.1,170.18,135,7,Orthodox,167.64,170.18,135,32,25,0,0,0,0,0,0,10,20,0.55,0.58,19,121,28,144,7,1,0.63,0.25,1,6,0
Jussier Formiga,Dustin Ortiz,-210,175,47.61904762,175,9/24/16,"Brasilia, Distrito Federal, Brazil", Brazil,Red,Flyweight,MALE,3,4,Orthodox,165.1,165.1,125,4,Orthodox,165.1,170.18,125,31,27,0,0,0,0,0,0,8,13,0.23,0.2,55,119,90,188,1,0,0.33,0,2,8,0
Erick Silva,Luan Chagas,130,-150,130,66.66666667,9/24/16,"Brasilia, Distrito Federal, Brazil", Brazil,Red,Welterweight,MALE,3,0,Orthodox,182.88,190.5,170,6,Orthodox,182.88,187.96,170,32,23,0,0,0,0,1,2,55,41,0.47,0.4,62,44,125,106,0,1,0,0.25,2,4,2
Alan Patrick,Stevie Ray,145,-165,145,60.60606061,9/24/16,"Brasilia, Distrito Federal, Brazil", Brazil,Red,Lightweight,MALE,3,3,Southpaw,177.8,177.8,155,3,Southpaw,180.34,187.96,155,33,26,0,0,0,0,0,0,7,2,0.58,0.22,60,56,75,65,5,0,0.62,0,1,6,2
Vicente Luque,Hector Urbina,-580,440,17.24137931,440,9/24/16,"Brasilia, Distrito Federal, Brazil", Brazil,Red,Welterweight,MALE,3,1,Orthodox,180.34,185.42,170,2,Orthodox,180.34,190.5,170,24,29,0,0,0,0,1,0,11,5,0.5,0.29,11,5,22,17,0,0,0,0,0,0,0
Glaico Franca,Gregor Gillespie,-140,120,71.42857143,120,9/24/16,"Brasilia, Distrito Federal, Brazil", Brazil,Blue,Lightweight,MALE,3,0,Orthodox,170.18,180.34,155,1,Orthodox,182.88,195.58,155,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dustin Poirier,Michael Johnson,-165,145,60.60606061,145,9/17/16,"Hidalgo, Texas, USA", USA,Blue,Lightweight,MALE,5,8,Southpaw,177.8,185.42,145,12,Southpaw,175.26,182.88,155,27,30,0,0,0,0,0,1,6,14,0.5,0.37,6,14,12,37,0,0,0,0,0,0,0
Uriah Hall,Derek Brunson,160,-185,160,54.05405405,9/17/16,"Hidalgo, Texas, USA", USA,Blue,Middleweight,MALE,3,6,Southpaw,185.42,195.58,185,5,Orthodox,182.88,200.66,185,32,32,0,0,0,0,0,1,1,4,0.33,0.57,4,15,6,18,0,0,0,0,0,0,0
Evan Dunham,Rick Glenn,-340,280,29.41176471,280,9/17/16,"Hidalgo, Texas, USA", USA,Red,Lightweight,MALE,3,0,Southpaw,182.88,177.8,145,10,Southpaw,177.8,177.8,155,34,27,0,0,0,0,0,0,144,58,0.51,0.37,185,63,330,161,3,0,0.33,0,2,4,0
Roan Carneiro,Kenny Robertson,100,-120,100,83.33333333,9/17/16,"Hidalgo, Texas, USA", USA,Red,Welterweight,MALE,3,4,Orthodox,177.8,187.96,170,3,Orthodox,180.34,187.96,170,38,32,0,0,0,0,0,0,33,28,0.47,0.2,43,45,80,153,2,0,0.33,0,0,2,2
Chris Wade,Islam Makhachev,115,-135,115,74.07407407,9/17/16,"Hidalgo, Texas, USA", USA,Blue,Lightweight,MALE,3,1,Orthodox,177.8,177.8,155,4,Orthodox,177.8,177.8,155,28,24,0,0,0,0,0,0,5,12,0.29,0.63,42,51,61,83,0,4,0,1,2,4,7
Chas Skelly,Maximo Blanco,-150,130,66.66666667,130,9/17/16,"Hidalgo, Texas, USA", USA,Red,Featherweight,MALE,3,4,Orthodox,172.72,180.34,145,4,Orthodox,180.34,182.88,145,31,32,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0
Gabriel Benitez,Sam Sicilia,100,-120,100,83.33333333,9/17/16,"Hidalgo, Texas, USA", USA,Red,Featherweight,MALE,3,5,Orthodox,172.72,170.18,145,2,Southpaw,172.72,180.34,145,28,30,0,0,0,0,1,0,39,19,0.38,0.27,39,19,101,70,0,0,0,0,1,0,0
Augusto Montano,Belal Muhammad,375,-470,375,21.27659574,9/17/16,"Hidalgo, Texas, USA", USA,Blue,Welterweight,MALE,3,0,Orthodox,180.34,182.88,170,1,Orthodox,185.42,185.42,170,31,28,0,0,0,0,0,0,67,66,0.44,0.44,72,118,154,210,0,3,0,0.75,0,0,5
Antonio Carlos Junior,Leonardo Augusto Leleco,-280,240,35.71428571,240,9/17/16,"Hidalgo, Texas, USA", USA,Red,Middleweight,MALE,3,0,Orthodox,182.88,185.42,185,2,Orthodox,187.96,200.66,185,26,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Quinonez,Joey Gomez,125,-145,125,68.96551724,9/17/16,"Hidalgo, Texas, USA", USA,Red,Bantamweight,MALE,3,0,Orthodox,177.8,180.34,155,1,Orthodox,172.72,175.26,135,26,27,0,0,0,0,2,1,56,44,0.42,0.32,76,66,159,159,5,0,0.71,0,0,5,0
Erick Montano,Randy Brown,425,-550,425,18.18181818,9/17/16,"Hidalgo, Texas, USA", USA,Blue,Welterweight,MALE,3,1,Orthodox,190.5,198.12,170,1,Orthodox,182.88,185.42,170,30,26,0,0,0,0,0,0,21,12,0.51,0.4,60,18,87,36,2,1,0.25,0.33,0,1,0
